customer_key,customer_code,first_name,last_name,email,age_group,gender,loyalty_tier,signup_date
1289,CUST-01289,Ayanda,Smith,customer1289@email.com,35-44,M,Bronze,2020-02-11
1290,CUST-01290,David,Mthembu,customer1290@email.com,55+,F,Platinum,2021-11-29
1291,CUST-01291,Lebo,Reddy,customer1291@email.com,45-54,F,Gold,2020-05-12
1292,CUST-01292,Rashid,Reddy,customer1292@email.com,18-24,M,Bronze,2021-01-06
1293,CUST-01293,Nomvula,Maluleke,customer1293@email.com,25-34,F,Silver,2023-05-01
1294,CUST-01294,Mpho,Jacobs,customer1294@email.com,35-44,M,Bronze,2019-03-05
1295,CUST-01295,Sarah,Sithole,customer1295@email.com,25-34,F,Silver,2021-06-08
1296,CUST-01296,THABO,Cele,customer1296@email.com,45-54,F,Platinum,2022-11-17
1297,CUST-01297,Johan,Mthembu,customer1297@email.com,25-34,M,Silver,2018-06-14
1298,CUST-01298,Sarah,Cele,customer1298@email.com,35-44,M,Silver,2019-11-13
1299,CUST-01299,Faith,Patel,customer1299@email.com,25-34,F,Silver,2021-06-20
1300,CUST-01300,Naledi,Mahlangu,customer1300@email.com,18-24,M,Bronze,2021-06-13
1301,CUST-01301,Yolanda,Khumalo,customer1301@email.com,18-24,F,Bronze,2022-03-13
1302,CUST-01302,Karabo,van der Merwe,customer1302@email.com,45-54,M,Platinum,2022-03-22
1303,CUST-01303,Priya,van der Merwe,customer1303@email.com,35-44,F,Silver,2021-09-01
1304,CUST-01304,Naledi,Williams,customer1304@email.com,55+,M,Platinum,2020-06-27
1305,CUST-01305,  Johan,Jacobs,customer1305@email.com,18-24,M,Bronze,2022-06-19
1306,CUST-01306,Brenda,Khumalo,customer1306@email.com,45-54,M,Bronze,2020-01-07
1307,CUST-01307,David,Pillay,customer1307@email.com,25-34,F,Gold,2020-01-06
1308,CUST-01308,Tumi,van der Merwe,customer1308@email.com,18-24,M,Bronze,2022-07-15
1309,CUST-01309,  Aisha,Ndlovu,customer1309@email.com,45-54,M,Bronze,2022-07-04
1310,CUST-01310,Sarah,Mthembu,customer1310@email.com,35-44,F,Gold,2023-08-19
1311,CUST-01311,Mpho,Williams,customer1311@email.com,18-24,M,Bronze,2022-04-20
1312,CUST-01312,Mpho,Mosia,customer1312@email.com,45-54,M,Silver,2023-02-07
1313,CUST-01313,David,Dlamini,customer1313@email.com,35-44,F,Bronze,2022-02-21
1314,CUST-01314,Nthabiseng,Smith,customer1314@email.com,18-24,F,Bronze,2022-09-05
1315,CUST-01315,David,Kruger,customer1315@email.com,25-34,M,Bronze,2022-06-11
1316,CUST-01316,Kagiso,van der Merwe,customer1316@email.com,45-54,M,Platinum,2021-11-15
1317,CUST-01317,Hendrik,Tshabalala,customer1317@email.com,25-34,M,Silver,2018-06-06
1318,CUST-01318,Tumi,Tshabalala,customer1318@email.com,25-34,F,Gold,2018-04-02
1319,CUST-01319,Lebo,Tshabalala,customer1319@email.com,55+,F,Bronze,2020-02-24
1320,CUST-01320,Andrew,Pretorius,,25-34,F,Bronze,2023-04-22
1321,CUST-01321,Bongani,Mosia,customer1321@email.com,35-44,F,Bronze,2020-01-13
1322,CUST-01322,SARAH,Khumalo,customer1322@email.com,18-24,M,Bronze,2021-07-27
1323,CUST-01323,Thandi,Mosia,customer1323@email.com,55+,F,Gold,2023-03-02
1324,CUST-01324,Andrew,Naidoo,customer1324@email.com,35-44,F,Bronze,2021-08-02
1325,CUST-01325,Michael,Tshabalala,customer1325@email.com,18-24,M,Gold,2022-07-09
1326,CUST-01326,Brenda,Williams,customer1326@email.com,35-44,F,Silver,2021-05-30
1327,CUST-01327,NTHABISENG,Maluleke,customer1327@email.com,45-54,M,Platinum,2022-11-03
1328,CUST-01328,David,Williams,customer1328@email.com,55+,M,Bronze,2022-03-31
1329,CUST-01329,Naledi,Khumalo,customer1329@email.com,55+,F,Bronze,2022-07-01
1330,CUST-01330,Faith,Khumalo,customer1330@email.com,35-44,F,Bronze,2019-03-09
1331,CUST-01331,Yolanda,Pillay,customer1331@email.com,45-54,F,Bronze,2019-12-29
1332,CUST-01332,Kagiso,Naidoo,customer1332@email.com,45-54,F,Bronze,2022-09-09
1333,CUST-01333,Lebo,Mokoena,customer1333@email.com,18-24,F,Silver,2022-08-02
1334,CUST-01334,Johan,Mahlangu,customer1334@email.com,55+,M,Platinum,2022-05-14
1335,CUST-01335,Priya,Mahlangu,customer1335@email.com,35-44,M,Bronze,2020-03-29
1336,CUST-01336,Lerato,Mokoena,customer1336@email.com,25-34,F,Silver,2020-09-17
1337,CUST-01337,Lebo,van der Merwe,customer1337@email.com,45-54,M,Bronze,2020-09-29
1338,CUST-01338,Bongani,Dlamini,customer1338@email.com,18-24,F,Bronze,2022-04-28
1339,CUST-01339,Hendrik,Mosia,customer1339@email.com,45-54,F,Platinum,2018-04-08
1340,CUST-01340,Bongani,Dlamini,customer1340@email.com,45-54,F,Silver,2022-01-28
1341,CUST-01341,Rashid,van der Merwe,customer1341@email.com,25-34,F,Silver,2019-04-03
1342,CUST-01342,Nthabiseng,Naidoo,customer1342@email.com,18-24,F,Gold,2021-09-13
1343,CUST-01343,Brenda,Cele,customer1343@email.com,35-44,F,Silver,2023-01-19
1344,CUST-01344,Sipho,Cele,customer1344@email.com,35-44,F,Gold,2022-01-25
1345,CUST-01345,Thabo,Ndlovu,customer1345@email.com,25-34,F,Platinum,2019-06-11
1346,CUST-01346,Naledi,Mthembu,customer1346@email.com,35-44,F,Gold,2018-02-19
1347,CUST-01347,Tumi,Tshabalala,customer1347@email.com,25-34,F,Silver,2021-11-10
1348,CUST-01348,Karabo,Pillay,customer1348@email.com,45-54,F,Bronze,2019-12-20
1349,CUST-01349,Nthabiseng,Nkosi,customer1349@email.com,25-34,F,Silver,2019-05-05
1350,CUST-01350,Michael,Ndlovu,customer1350@email.com,25-34,M,Bronze,2023-11-17
1351,CUST-01351,Nthabiseng,Dlamini,customer1351@email.com,55+,M,Platinum,2023-12-31
1352,CUST-01352,Sipho,Maluleke,customer1352@email.com,25-34,F,Bronze,2020-09-30
1353,CUST-01353,Sipho,Mabaso,customer1353@email.com,25-34,F,Bronze,2018-09-18
1354,CUST-01354,Nomvula,Botha,customer1354@email.com,35-44,M,Bronze,2018-07-29
1355,CUST-01355,Brenda,van der Merwe,customer1355@email.com,35-44,M,Silver,2023-06-19
1356,CUST-01356,Sarah,van der Merwe,customer1356@email.com,18-24,F,Platinum,2023-02-12
1357,CUST-01357,Sarah,Mabaso,customer1357@email.com,35-44,F,Platinum,2021-03-08
1358,CUST-01358,Kagiso,Botha,customer1358@email.com,25-34,F,Bronze,2019-04-02
1359,CUST-01359,Mpho,Pretorius,customer1359@email.com,18-24,F,Bronze,2021-06-01
1360,CUST-01360,Lebo,Reddy,customer1360@email.com,35-44,F,Bronze,2020-05-23
1361,CUST-01361,Faith,Pretorius,customer1361@email.com,35-44,M,Bronze,2019-09-26
1362,CUST-01362,Faith,Pillay,customer1362@email.com,45-54,F,Platinum,2023-10-17
1363,CUST-01363,Bongani,Mthembu,customer1363@email.com,25-34,F,Bronze,2022-02-27
1364,CUST-01364,Bongani,Jacobs,customer1364@email.com,18-24,F,Bronze,2022-09-05
1365,CUST-01365,Sarah,Jacobs,customer1365@email.com,25-34,F,Bronze,2020-04-08
1366,CUST-01366,SANELE,Jacobs,customer1366@email.com,25-34,F,Platinum,2020-03-27
1367,CUST-01367,Zanele,van der Merwe,customer1367@email.com,18-24,F,Gold,2023-04-09
1368,CUST-01368,Priya,Mosia,customer1368@email.com,18-24,F,Bronze,2019-02-20
1369,CUST-01369,Kagiso,Jacobs,customer1369@email.com,35-44,F,Platinum,2018-10-31
1370,CUST-01370,Aisha,Patel,customer1370@email.com,55+,F,Silver,2021-09-04
1371,CUST-01371,Tumi,Smith,customer1371@email.com,35-44,F,Gold,2021-07-09
1372,CUST-01372,Hendrik,Khumalo,customer1372@email.com,35-44,M,Bronze,2020-11-26
1373,CUST-01373,Pieter,Kruger,,18-24,F,Bronze,2023-12-05
1374,CUST-01374,Refilwe,Coetzee,customer1374@email.com,35-44,F,Gold,2023-07-09
1375,CUST-01375,Lerato,Tshabalala,customer1375@email.com,55+,M,Silver,2019-10-11
1376,CUST-01376,Priya,Maluleke,customer1376@email.com,35-44,F,Silver,2022-11-01
1377,CUST-01377,Hendrik,Tshabalala,customer1377@email.com,55+,F,Bronze,2023-02-03
1378,CUST-01378,Naledi,Ndlovu,,45-54,M,Bronze,2021-08-13
1379,CUST-01379,Yolanda,Botha,customer1379@email.com,55+,F,Gold,2020-03-31
1380,CUST-01380,Yolanda,Ndlovu,customer1380@email.com,55+,M,Platinum,2018-04-18
1381,CUST-01381,Aisha,Williams,customer1381@email.com,25-34,F,Bronze,2020-05-05
1382,CUST-01382,Sarah,Mthembu,,18-24,F,Bronze,2022-12-06
1383,CUST-01383,Michael,Tshabalala,customer1383@email.com,25-34,F,Silver,2020-03-24
1384,CUST-01384,Sanele,van der Merwe,customer1384@email.com,25-34,M,Bronze,2019-05-14
1385,CUST-01385,Brenda,Tshabalala,customer1385@email.com,55+,F,Silver,2019-01-07
1386,CUST-01386,  Zanele,Pretorius,customer1386@email.com,18-24,F,Bronze,2022-06-28
1387,CUST-01387,David,Nkosi,customer1387@email.com,45-54,F,Bronze,2018-12-12
1388,CUST-01388,Zanele,Tshabalala,customer1388@email.com,25-34,M,Bronze,2018-02-07
1389,CUST-01389,Ayanda,Sithole,customer1389@email.com,35-44,F,Platinum,2021-04-15
1390,CUST-01390,Thabo,Coetzee,customer1390@email.com,35-44,M,Platinum,2020-01-14
1391,CUST-01391,Thabo,Mokoena,customer1391@email.com,55+,F,Bronze,2020-12-22
1392,CUST-01392,Rashid,Mokoena,customer1392@email.com,18-24,F,Platinum,2022-07-28
1393,CUST-01393,  Andrew,Tshabalala,customer1393@email.com,45-54,M,Bronze,2019-01-13
1394,CUST-01394,Brenda,Maluleke,customer1394@email.com,35-44,F,Silver,2018-01-03
1395,CUST-01395,Hendrik,Mthembu,customer1395@email.com,45-54,F,Gold,2019-01-30
1396,CUST-01396,Sanele,Ndlovu,customer1396@email.com,18-24,M,Gold,2020-07-12
1397,CUST-01397,Naledi,Smith,customer1397@email.com,35-44,F,Gold,2021-05-18
1398,CUST-01398,Refilwe,Pretorius,customer1398@email.com,45-54,F,Gold,2021-09-05
1399,CUST-01399,Aisha,Ndlovu,customer1399@email.com,25-34,M,Bronze,2018-07-16
1400,CUST-01400,Aisha,Kruger,customer1400@email.com,45-54,F,Bronze,2023-05-24
1401,CUST-01401,Lebo,Ndlovu,customer1401@email.com,18-24,F,Gold,2022-12-07
1402,CUST-01402,Faith,Pretorius,customer1402@email.com,55+,F,Gold,2023-06-20
1403,CUST-01403,Pieter,Reddy,customer1403@email.com,18-24,M,Bronze,2022-10-14
1404,CUST-01404,Johan,Maluleke,customer1404@email.com,35-44,F,Silver,2021-11-24
1405,CUST-01405,Kagiso,Nkosi,customer1405@email.com,25-34,M,Platinum,2023-09-24
1406,CUST-01406,Nthabiseng,Botha,customer1406@email.com,55+,M,Platinum,2019-09-14
1407,CUST-01407,Kagiso,Jacobs,customer1407@email.com,18-24,M,Gold,2019-10-13
1408,CUST-01408,Lebo,Mabaso,customer1408@email.com,25-34,F,Bronze,2022-10-03
1409,CUST-01409,Naledi,Smith,customer1409@email.com,25-34,F,Bronze,2021-08-11
1410,CUST-01410,Lerato,Mthembu,customer1410@email.com,18-24,F,Bronze,2018-10-01
1411,CUST-01411,Aisha,Sithole,customer1411@email.com,45-54,M,Gold,2020-09-20
1412,CUST-01412,Sarah,Pillay,customer1412@email.com,25-34,F,Bronze,2021-02-05
1413,CUST-01413,Bongani,Tshabalala,customer1413@email.com,35-44,M,Gold,2021-02-02
1414,CUST-01414,Pieter,Pretorius,customer1414@email.com,35-44,M,Silver,2022-12-01
1415,CUST-01415,Bongani,Mabaso,customer1415@email.com,35-44,M,Silver,2021-10-30
1416,CUST-01416,Sanele,Mthembu,customer1416@email.com,35-44,M,Silver,2023-06-19
1417,CUST-01417,Pieter,Nkosi,customer1417@email.com,45-54,F,Bronze,2023-07-19
1418,CUST-01418,Lebo,van der Merwe,customer1418@email.com,55+,F,Silver,2020-10-27
1419,CUST-01419,Nthabiseng,Mthembu,customer1419@email.com,55+,F,Bronze,2020-09-21
1420,CUST-01420,Refilwe,Coetzee,customer1420@email.com,55+,F,Bronze,2022-03-20
1421,CUST-01421,Andrew,van der Merwe,customer1421@email.com,25-34,F,Silver,2019-04-27
1422,CUST-01422,Nthabiseng,Mosia,customer1422@email.com,45-54,F,Silver,2021-11-23
1423,CUST-01423,Yolanda,Pretorius,customer1423@email.com,18-24,M,Silver,2022-11-04
1424,CUST-01424,Thabo,Mokoena,customer1424@email.com,45-54,F,Bronze,2018-04-27
1425,CUST-01425,Sanele,Reddy,customer1425@email.com,35-44,F,Gold,2018-07-15
1426,CUST-01426,Lebo,Mthembu,customer1426@email.com,45-54,F,Platinum,2021-08-11
1427,CUST-01427,Sanele,Mahlangu,customer1427@email.com,35-44,F,Bronze,2020-07-21
1428,CUST-01428,Priya,Tshabalala,customer1428@email.com,25-34,F,Platinum,2022-04-17
1429,CUST-01429,Ayanda,Sithole,customer1429@email.com,35-44,M,Bronze,2019-11-22
1430,CUST-01430,Nomvula,Ndlovu,customer1430@email.com,45-54,M,Bronze,2019-12-30
1431,CUST-01431,Lerato,Nkosi,customer1431@email.com,35-44,F,Silver,2019-08-21
1432,CUST-01432,Aisha,Pillay,customer1432@email.com,55+,M,Bronze,2021-04-18
1433,CUST-01433,Johan,Maluleke,customer1433@email.com,45-54,M,Platinum,2018-04-18
1434,CUST-01434,Ayanda,Botha,customer1434@email.com,35-44,M,Bronze,2018-02-20
1435,CUST-01435,Yolanda,Mabaso,customer1435@email.com,45-54,M,Platinum,2020-02-27
1436,CUST-01436,Tumi,Ndlovu,customer1436@email.com,35-44,F,Silver,2020-12-07
1437,CUST-01437,Karabo,Jacobs,customer1437@email.com,35-44,M,Platinum,2019-07-05
1438,CUST-01438,Kagiso,Ndlovu,customer1438@email.com,55+,F,Bronze,2023-05-03
1439,CUST-01439,Rashid,Mabaso,customer1439@email.com,45-54,F,Silver,2020-07-06
1440,CUST-01440,Sanele,Dlamini,customer1440@email.com,18-24,F,Silver,2019-12-03
1441,CUST-01441,Lebo,Dlamini,customer1441@email.com,18-24,F,Silver,2021-12-22
1442,CUST-01442,ZANELE,Tshabalala,customer1442@email.com,45-54,M,Gold,2019-07-01
1443,CUST-01443,Michael,Smith,customer1443@email.com,45-54,M,Platinum,2023-09-12
1444,CUST-01444,Kagiso,Reddy,customer1444@email.com,55+,M,Platinum,2022-01-07
1445,CUST-01445,Lerato,Mabaso,customer1445@email.com,25-34,M,Gold,2020-01-05
1446,CUST-01446,Priya,Sithole,customer1446@email.com,45-54,F,Gold,2022-05-06
1447,CUST-01447,Brenda,Patel,customer1447@email.com,35-44,F,Bronze,2022-10-29
1448,CUST-01448,Thabo,Mthembu,customer1448@email.com,45-54,M,Silver,2021-10-23
1449,CUST-01449,Zanele,Mokoena,customer1449@email.com,25-34,M,Silver,2019-01-27
1450,CUST-01450,Thandi,Mokoena,customer1450@email.com,18-24,M,Bronze,2022-03-16
1451,CUST-01451,Lebo,Mabaso,customer1451@email.com,55+,F,Silver,2019-09-26
1452,CUST-01452,Thabo,Maluleke,customer1452@email.com,18-24,M,Silver,2022-12-29
1453,CUST-01453,Hendrik,Visser,customer1453@email.com,25-34,M,Bronze,2021-11-30
1454,CUST-01454,Brenda,Khumalo,customer1454@email.com,45-54,M,Gold,2022-05-12
1455,CUST-01455,Kagiso,Nkosi,customer1455@email.com,45-54,M,Bronze,2020-02-11
1456,CUST-01456,Sipho,Sithole,customer1456@email.com,55+,M,Gold,2019-02-09
1457,CUST-01457,Lebo,Naidoo,customer1457@email.com,35-44,F,Bronze,2020-04-03
1458,CUST-01458,Michael,Cele,customer1458@email.com,45-54,M,Silver,2018-12-04
1459,CUST-01459,Pieter,Naidoo,customer1459@email.com,18-24,M,Bronze,2021-03-22
1460,CUST-01460,Lerato,Smith,customer1460@email.com,18-24,M,Bronze,2021-07-08
1461,CUST-01461,David,Pillay,customer1461@email.com,55+,M,Silver,2022-11-12
1462,CUST-01462,Karabo,Reddy,customer1462@email.com,35-44,M,Gold,2020-06-26
1463,CUST-01463,  Nomvula,Sithole,customer1463@email.com,18-24,F,Bronze,2020-04-23
1464,CUST-01464,Hendrik,Botha,customer1464@email.com,25-34,F,Platinum,2022-05-17
1465,CUST-01465,Naledi,Dlamini,customer1465@email.com,55+,F,Bronze,2022-09-28
1466,CUST-01466,Hendrik,Kruger,customer1466@email.com,45-54,F,Platinum,2022-08-22
1467,CUST-01467,Hendrik,Khumalo,customer1467@email.com,18-24,F,Bronze,2022-06-08
1468,CUST-01468,Nthabiseng,Mosia,customer1468@email.com,18-24,M,Silver,2023-06-25
1469,CUST-01469,Mpho,Mahlangu,customer1469@email.com,35-44,F,Bronze,2022-06-20
1470,CUST-01470,Yolanda,Ndlovu,customer1470@email.com,18-24,F,Bronze,2020-04-07
1471,CUST-01471,Aisha,Pretorius,customer1471@email.com,25-34,M,Platinum,2022-05-09
1472,CUST-01472,Ayanda,Visser,customer1472@email.com,55+,M,Gold,2022-12-16
1473,CUST-01473,Priya,Pretorius,customer1473@email.com,25-34,F,Platinum,2018-02-28
1474,CUST-01474,Zanele,Mahlangu,customer1474@email.com,35-44,M,Bronze,2019-09-20
1475,CUST-01475,Thabo,Kruger,customer1475@email.com,25-34,F,Silver,2018-10-12
1476,CUST-01476,Thabo,Patel,customer1476@email.com,55+,M,Silver,2023-10-23
1477,CUST-01477,Bongani,Mahlangu,customer1477@email.com,18-24,F,Bronze,2020-08-15
1478,CUST-01478,Refilwe,Dlamini,customer1478@email.com,55+,M,Bronze,2018-05-25
1479,CUST-01479,Lebo,Sithole,customer1479@email.com,25-34,F,Silver,2023-01-16
1480,CUST-01480,Zanele,Jacobs,customer1480@email.com,55+,F,Bronze,2023-02-04
1481,CUST-01481,Aisha,Smith,customer1481@email.com,35-44,M,Silver,2019-10-19
1482,CUST-01482,Rashid,Smith,customer1482@email.com,45-54,M,Platinum,2020-07-18
1483,CUST-01483,Lebo,Jacobs,customer1483@email.com,45-54,F,Silver,2023-01-27
1484,CUST-01484,Karabo,Naidoo,customer1484@email.com,25-34,M,Platinum,2020-06-07
1485,CUST-01485,Bongani,Reddy,customer1485@email.com,35-44,F,Bronze,2022-07-31
1486,CUST-01486,Naledi,Patel,customer1486@email.com,18-24,M,Bronze,2022-08-16
1487,CUST-01487,Mpho,Williams,customer1487@email.com,18-24,M,Silver,2022-12-20
1488,CUST-01488,Refilwe,Reddy,customer1488@email.com,55+,M,Bronze,2022-07-05
1489,CUST-01489,Sarah,Naidoo,customer1489@email.com,55+,M,Gold,2021-07-19
1490,CUST-01490,Pieter,Visser,customer1490@email.com,18-24,F,Bronze,2021-09-19
1491,CUST-01491,Nomvula,Tshabalala,customer1491@email.com,55+,F,Silver,2021-07-16
1492,CUST-01492,Mpho,Mosia,customer1492@email.com,25-34,F,Bronze,2019-09-15
1493,CUST-01493,Kagiso,Mabaso,customer1493@email.com,25-34,M,Gold,2021-02-25
1494,CUST-01494,Aisha,Maluleke,customer1494@email.com,25-34,M,Silver,2023-05-08
1495,CUST-01495,Ayanda,Jacobs,customer1495@email.com,55+,F,Bronze,2023-07-08
1496,CUST-01496,Lerato,Jacobs,customer1496@email.com,18-24,M,Gold,2019-09-05
1497,CUST-01497,Mpho,Smith,customer1497@email.com,18-24,F,Bronze,2023-07-20
1498,CUST-01498,Karabo,Mthembu,customer1498@email.com,35-44,M,Bronze,2023-06-29
1499,CUST-01499,Lebo,Botha,customer1499@email.com,45-54,M,Bronze,2021-01-22
1500,CUST-01500,Kagiso,Dlamini,customer1500@email.com,35-44,F,Bronze,2018-03-20
1501,CUST-01501,Hendrik,Sithole,customer1501@email.com,35-44,F,Silver,2021-10-06
1502,CUST-01502,Ayanda,Naidoo,customer1502@email.com,35-44,M,Silver,2021-02-27
1503,CUST-01503,Priya,Reddy,customer1503@email.com,18-24,M,Platinum,2019-04-10
1504,CUST-01504,Faith,van der Merwe,customer1504@email.com,18-24,M,Bronze,2020-08-28
1505,CUST-01505,Bongani,Mokoena,customer1505@email.com,35-44,M,Silver,2023-03-03
1506,CUST-01506,Pieter,Dlamini,customer1506@email.com,18-24,M,Silver,2019-01-11
1507,CUST-01507,Rashid,Reddy,customer1507@email.com,25-34,F,Platinum,2023-12-09
1508,CUST-01508,Nomvula,Mosia,customer1508@email.com,45-54,M,Silver,2018-09-08
1509,CUST-01509,Thandi,Nkosi,customer1509@email.com,18-24,M,Bronze,2020-02-15
1510,CUST-01510,Thabo,Naidoo,customer1510@email.com,55+,F,Silver,2021-04-30
1511,CUST-01511,Lebo,Smith,customer1511@email.com,35-44,F,Platinum,2018-01-29
1512,CUST-01512,Thabo,Nkosi,customer1512@email.com,18-24,F,Bronze,2022-10-28
1513,CUST-01513,Bongani,Reddy,customer1513@email.com,55+,F,Gold,2018-09-27
1514,CUST-01514,Sanele,Naidoo,customer1514@email.com,35-44,M,Bronze,2023-06-27
1515,CUST-01515,Refilwe,Mahlangu,customer1515@email.com,45-54,F,Silver,2022-07-10
1516,CUST-01516,Aisha,Patel,customer1516@email.com,45-54,M,Silver,2021-07-21
1517,CUST-01517,Karabo,Mokoena,customer1517@email.com,25-34,M,Bronze,2020-01-24
1518,CUST-01518,Naledi,Sithole,customer1518@email.com,55+,F,Bronze,2021-05-28
1519,CUST-01519,Nomvula,Sithole,customer1519@email.com,18-24,F,Bronze,2023-06-20
1520,CUST-01520,Lerato,Naidoo,customer1520@email.com,25-34,F,Silver,2023-07-18
1521,CUST-01521,Thandi,Smith,customer1521@email.com,55+,M,Silver,2019-05-15
1522,CUST-01522,David,Naidoo,customer1522@email.com,18-24,M,Silver,2023-04-24
1523,CUST-01523,Karabo,Coetzee,customer1523@email.com,45-54,F,Silver,2021-07-04
1524,CUST-01524,Mpho,Ndlovu,customer1524@email.com,55+,M,Platinum,2020-07-26
1525,CUST-01525,  Sanele,Botha,customer1525@email.com,45-54,M,Silver,2019-01-27
1526,CUST-01526,Mpho,Nkosi,customer1526@email.com,18-24,F,Silver,2020-12-25
1527,CUST-01527,Faith,Khumalo,customer1527@email.com,45-54,M,Bronze,2018-08-30
1528,CUST-01528,Lebo,Mokoena,customer1528@email.com,35-44,F,Bronze,2021-01-22
1529,CUST-01529,Andrew,Williams,customer1529@email.com,35-44,M,Gold,2019-05-09
1530,CUST-01530,Hendrik,Khumalo,customer1530@email.com,35-44,F,Bronze,2018-02-14
1531,CUST-01531,AISHA,Smith,customer1531@email.com,25-34,F,Gold,2023-03-20
1532,CUST-01532,Naledi,Williams,customer1532@email.com,35-44,M,Gold,2023-02-11
1533,CUST-01533,Andrew,Maluleke,,35-44,F,Bronze,2018-08-03
1534,CUST-01534,Aisha,Naidoo,customer1534@email.com,45-54,M,Bronze,2021-08-19
1535,CUST-01535,Andrew,Cele,customer1535@email.com,18-24,M,Silver,2023-09-27
1536,CUST-01536,Lerato,Nkosi,customer1536@email.com,35-44,F,Bronze,2019-01-12
1537,CUST-01537,Lerato,Coetzee,customer1537@email.com,45-54,M,Silver,2022-09-02
1538,CUST-01538,Sanele,Nkosi,customer1538@email.com,25-34,M,Bronze,2020-12-04
1539,CUST-01539,Lebo,Reddy,customer1539@email.com,18-24,M,Platinum,2018-06-23
1540,CUST-01540,Johan,Patel,customer1540@email.com,18-24,F,Silver,2022-06-10
1541,CUST-01541,Thandi,Reddy,customer1541@email.com,25-34,M,Silver,2018-05-28
1542,CUST-01542,Brenda,Mokoena,customer1542@email.com,45-54,M,Bronze,2019-11-04
1543,CUST-01543,Kagiso,Mokoena,customer1543@email.com,45-54,M,Platinum,2023-09-24
1544,CUST-01544,Nomvula,Cele,customer1544@email.com,35-44,F,Bronze,2019-05-04
1545,CUST-01545,Michael,Mabaso,customer1545@email.com,18-24,F,Platinum,2019-04-07
1546,CUST-01546,Pieter,Tshabalala,customer1546@email.com,25-34,F,Bronze,2021-05-08
1547,CUST-01547,Michael,Dlamini,customer1547@email.com,55+,M,Bronze,2020-06-07
1548,CUST-01548,Thandi,Khumalo,customer1548@email.com,35-44,F,Silver,2022-05-11
1549,CUST-01549,Andrew,Cele,customer1549@email.com,18-24,M,Bronze,2020-10-14
1550,CUST-01550,Yolanda,Mokoena,customer1550@email.com,45-54,F,Gold,2021-05-27
1551,CUST-01551,Refilwe,Mahlangu,customer1551@email.com,18-24,F,Silver,2022-03-08
1552,CUST-01552,Lebo,Mokoena,customer1552@email.com,25-34,M,Gold,2023-02-15
1553,CUST-01553,Bongani,Reddy,customer1553@email.com,18-24,M,Silver,2019-04-07
1554,CUST-01554,Yolanda,Ndlovu,customer1554@email.com,25-34,M,Bronze,2018-09-17
1555,CUST-01555,Naledi,Reddy,customer1555@email.com,18-24,M,Gold,2019-12-18
1556,CUST-01556,Lerato,Cele,customer1556@email.com,18-24,F,Platinum,2020-12-30
1557,CUST-01557,Nomvula,Botha,,55+,F,Platinum,2022-11-19
1558,CUST-01558,Johan,Mosia,customer1558@email.com,45-54,M,Bronze,2023-02-12
1559,CUST-01559,Nthabiseng,Jacobs,customer1559@email.com,25-34,F,Bronze,2022-07-26
1560,CUST-01560,Michael,Jacobs,customer1560@email.com,35-44,F,Bronze,2022-07-29
1561,CUST-01561,Andrew,Mthembu,customer1561@email.com,18-24,F,Silver,2019-11-04
1562,CUST-01562,Priya,Kruger,customer1562@email.com,25-34,F,Bronze,2019-07-26
1563,CUST-01563,Sanele,Coetzee,customer1563@email.com,35-44,M,Gold,2018-01-17
1564,CUST-01564,Johan,Reddy,customer1564@email.com,55+,F,Silver,2022-03-10
1565,CUST-01565,Nthabiseng,Pillay,customer1565@email.com,25-34,F,Bronze,2019-03-12
1566,CUST-01566,  Sanele,Mosia,customer1566@email.com,18-24,F,Bronze,2023-08-29
1567,CUST-01567,Priya,Nkosi,customer1567@email.com,55+,M,Platinum,2020-05-07
1568,CUST-01568,NOMVULA,Mokoena,customer1568@email.com,18-24,F,Silver,2018-10-20
1569,CUST-01569,  Pieter,Coetzee,customer1569@email.com,45-54,F,Bronze,2021-11-06
1570,CUST-01570,David,Coetzee,customer1570@email.com,18-24,F,Bronze,2023-07-06
1571,CUST-01571,Karabo,Mokoena,customer1571@email.com,45-54,F,Gold,2019-02-06
1572,CUST-01572,Brenda,Mokoena,customer1572@email.com,55+,M,Bronze,2020-10-29
1573,CUST-01573,Johan,Tshabalala,customer1573@email.com,25-34,F,Bronze,2021-10-13
1574,CUST-01574,Mpho,Smith,customer1574@email.com,18-24,M,Silver,2019-01-24
1575,CUST-01575,Yolanda,Reddy,customer1575@email.com,35-44,F,Platinum,2023-03-13
1576,CUST-01576,Priya,Williams,customer1576@email.com,25-34,F,Bronze,2023-07-05
1577,CUST-01577,Yolanda,Mahlangu,customer1577@email.com,25-34,F,Silver,2018-11-11
1578,CUST-01578,Johan,Mokoena,customer1578@email.com,18-24,F,Bronze,2022-03-24
1579,CUST-01579,Johan,Naidoo,customer1579@email.com,18-24,M,Bronze,2019-04-21
1580,CUST-01580,Aisha,Tshabalala,customer1580@email.com,18-24,F,Gold,2022-10-28
1581,CUST-01581,Kagiso,van der Merwe,customer1581@email.com,18-24,M,Bronze,2018-10-02
1582,CUST-01582,Hendrik,Reddy,customer1582@email.com,18-24,M,Bronze,2019-07-18
1583,CUST-01583,Lerato,Ndlovu,customer1583@email.com,45-54,M,Platinum,2020-12-13
1584,CUST-01584,Nthabiseng,Mahlangu,customer1584@email.com,25-34,F,Bronze,2021-05-15
